# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020757 39.83170000 -83.69320000 324.3 980054.80
31020757 39.75320000 -83.69320000 332.5 980046.20
31020757 39.32170000 -83.69320000 340.7 980025.90
31020745 41.31250000 -83.69180000 210.0 980193.91
31020746 40.73220000 -83.69080000 302.0 980098.53
31020548 38.39230000 -83.69010000 288.0 979927.72
31020745 41.43750000 -83.68980000 203.9 980215.41
31020746 41.09050000 -83.68980000 251.1 980149.24
31020745 41.53780000 -83.68950000 193.5 980227.61
31020745 41.45900000 -83.68930000 202.3 980217.81
31020745 41.40830000 -83.68930000 205.4 980210.31
31020745 41.32800000 -83.68930000 209.0 980199.31
31020745 41.31220000 -83.68930000 208.7 980195.51
31020745 41.37170000 -83.68920000 207.2 980204.91
31020745 41.34270000 -83.68920000 209.3 980201.41
31020745 41.28350000 -83.68920000 209.7 980186.31
31020745 41.48520000 -83.68900000 201.1 980220.41
31020745 41.38630000 -83.68900000 206.6 980207.31
31020745 41.35400000 -83.68900000 211.5 980201.81
31020745 41.29800000 -83.68900000 209.7 980190.31
31020745 41.26880000 -83.68900000 210.3 980182.71
31020746 41.15300000 -83.68850000 225.2 980160.47
31020746 41.10980000 -83.68830000 240.7 980153.92
31020746 41.21200000 -83.68820000 215.4 980168.84
31020746 41.17930000 -83.68780000 222.5 980163.60
31020746 41.17200000 -83.68780000 224.0 980162.05
31020745 41.25400000 -83.68700000 210.6 980179.11
31020746 40.70330000 -83.68580000 303.2 980095.37
31020757 39.61820000 -83.68500000 327.6 980043.80
31020757 39.37170000 -83.68500000 340.1 980040.00
31020745 41.49230000 -83.68430000 200.2 980221.31
31020745 41.61350000 -83.68400000 191.7 980230.51
31020745 41.62370000 -83.68400000 191.7 980230.81
31020745 41.59430000 -83.68330000 192.0 980230.31
31020746 40.64130000 -83.68300000 303.2 980090.34
31020757 39.86320000 -83.68170000 331.6 980057.80
31020757 39.80320000 -83.68170000 336.1 980052.20
31020757 39.66820000 -83.68170000 332.5 980039.00
31020757 39.72500000 -83.68170000 334.6 980042.60
31020757 39.94670000 -83.68000000 330.0 980061.70
31020015 40.06260000 -83.67830000 341.1 980064.74
31020741 40.53330000 -83.67780000 326.1 980083.49
31020746 41.05780000 -83.67750000 234.6 980148.69
31020746 40.90670000 -83.67670000 258.4 980124.60
31020048 41.18160000 -83.67660000 224.3 980165.50
31020566 39.71590000 -83.67660000 338.0 980040.90
31020745 41.48450000 -83.67550000 201.4 980221.21
31020745 41.47400000 -83.67550000 201.7 980220.41
31020745 41.52250000 -83.67520000 196.5 980225.91
31020745 41.49270000 -83.67520000 200.2 980224.01
31020566 41.47360000 -83.67510000 201.8 980220.30
31020757 39.43170000 -83.67500000 327.6 980060.10
31020757 39.29000000 -83.67500000 348.3 980023.50
31020745 41.54280000 -83.67500000 191.7 980228.61
31020745 41.50730000 -83.67500000 198.4 980223.81
31020745 41.37170000 -83.67480000 209.7 980205.51
31020745 41.45920000 -83.67450000 202.6 980218.81
31020745 41.43720000 -83.67450000 203.6 980217.01
31020745 41.40820000 -83.67450000 205.4 980213.11
31020745 41.54200000 -83.67430000 193.8 980228.81
31020745 41.42150000 -83.67420000 205.4 980215.61
31020566 41.55860000 -83.67340000 193.9 980228.59
31020757 39.51170000 -83.67320000 319.1 980051.80
31020548 38.52330000 -83.67260000 284.9 979955.71
31020746 40.76130000 -83.67130000 295.3 980102.92
31020746 40.79030000 -83.67070000 291.0 980108.18
31020745 41.31930000 -83.67020000 208.4 980198.71
31020548 38.35560000 -83.67010000 267.6 979933.91
31020745 41.35620000 -83.67000000 210.6 980203.51
31020746 40.88480000 -83.66980000 264.8 980122.86
31020745 41.25400000 -83.66980000 210.6 980180.31
31020745 41.26850000 -83.66980000 209.7 980184.11
31020745 41.28320000 -83.66970000 209.7 980187.71
31020745 41.31220000 -83.66970000 208.4 980195.71
31020745 41.34230000 -83.66950000 209.7 980201.21
31020746 41.24080000 -83.66930000 211.8 980174.81
31020015 41.66960000 -83.66830000 193.2 980233.44
31020485 41.66160000 -83.66790000 191.7 980233.47
31020745 41.29750000 -83.66680000 208.7 980191.81
31020041 38.36330000 -83.66660000 281.9 979932.63
31020745 41.38580000 -83.66550000 205.7 980210.11
31020745 41.39680000 -83.66520000 206.0 980212.01
31020015 41.60160000 -83.66490000 191.7 980231.10
31020566 41.64590000 -83.66460000 190.5 980231.87
31020746 41.17320000 -83.66350000 223.7 980163.17
31020015 39.63880000 -83.66330000 328.0 980045.57
31020757 39.56170000 -83.66320000 321.8 980051.70
31020566 38.92690000 -83.66280000 305.7 979977.95
31020745 41.50770000 -83.66070000 198.7 980224.21
31020745 41.52270000 -83.66070000 197.2 980226.01
31020746 40.99320000 -83.66000000 243.2 980139.70
31020041 38.31160000 -83.65990000 236.8 979939.55
31020566 38.63680000 -83.65980000 170.7 979975.22
31020746 41.03280000 -83.65950000 238.6 980145.80
31020566 39.82410000 -83.65930000 328.9 980056.88
31020745 41.61680000 -83.65800000 190.5 980231.91
31020566 39.05040000 -83.65790000 311.5 979997.73
31020566 39.00090000 -83.65780000 304.2 979989.84
31020757 39.78820000 -83.65670000 336.5 980052.60
31020757 39.45320000 -83.65670000 339.8 980057.70
31020757 39.25320000 -83.65670000 321.8 980025.10
31020041 38.40990000 -83.65660000 275.2 979935.90
31020566 40.64360000 -83.65630000 294.1 980090.79
31020746 40.64330000 -83.65630000 294.1 980091.98
31020745 41.56680000 -83.65550000 193.5 980229.01
31020745 41.59450000 -83.65530000 190.5 980231.61
31020015 39.11230000 -83.65490000 331.9 980001.07
31020746 40.67520000 -83.65430000 297.7 980095.31
31020745 41.53680000 -83.65400000 194.1 980227.31
31020746 40.69430000 -83.65370000 286.5 980097.69
31020015 40.82660000 -83.65330000 288.5 980115.69
31020745 41.60370000 -83.65300000 190.5 980232.21
31020746 40.73170000 -83.65280000 295.9 980099.73
31020745 41.56080000 -83.65250000 192.3 980228.81
31020015 41.42910000 -83.65160000 202.2 980217.00
31020015 41.56090000 -83.65160000 193.9 980228.42
31020746 40.81950000 -83.65130000 288.9 980114.37
31020745 41.40850000 -83.65130000 205.7 980213.31
31020745 41.42570000 -83.65130000 205.4 980215.91
31020745 41.45880000 -83.65120000 202.9 980219.81
31020745 41.43680000 -83.65120000 203.9 980218.11
31020746 40.84850000 -83.65120000 275.8 980120.25
31020745 41.39680000 -83.65120000 205.7 980212.01
31020745 41.38580000 -83.65120000 206.6 980211.11
31020746 40.90650000 -83.65070000 260.6 980126.19
31020745 41.28280000 -83.65050000 209.0 980190.31
31020746 40.93080000 -83.65030000 256.3 980129.97
31020745 41.29730000 -83.65020000 208.4 980193.11
31020757 39.96170000 -83.65000000 359.6 980058.90
31020745 41.36850000 -83.65000000 212.7 980205.81
31020745 41.35670000 -83.65000000 212.7 980203.81
31020745 41.31150000 -83.65000000 209.0 980196.11
31020745 41.25400000 -83.65000000 211.5 980183.61
31020015 40.86240000 -83.64990000 273.1 980121.63
31020015 40.90640000 -83.64990000 260.5 980126.29
31020015 40.94990000 -83.64990000 253.3 980133.86
31020015 40.97880000 -83.64990000 244.1 980140.90
31020015 41.03860000 -83.64990000 237.8 980147.94
31020015 41.08740000 -83.64990000 250.2 980151.60
31020015 41.13890000 -83.64990000 234.7 980161.69
31020015 41.18990000 -83.64990000 217.6 980170.22
31020015 41.24040000 -83.64990000 211.8 980179.16
31020015 41.28290000 -83.64990000 209.1 980190.30
31020015 41.32710000 -83.64990000 209.1 980199.20
31020745 41.34220000 -83.64980000 209.3 980202.21
31020746 41.08680000 -83.64970000 249.9 980150.96
31020745 41.26830000 -83.64970000 210.0 980187.21
31020746 41.11680000 -83.64950000 246.2 980155.96
31020746 41.14580000 -83.64920000 231.0 980162.43
31020745 41.37600000 -83.64900000 211.8 980207.91
31020015 39.16240000 -83.64830000 314.4 980007.21
31020015 40.78810000 -83.64830000 289.8 980109.18
31020745 41.36380000 -83.64830000 214.2 980204.71
31020745 41.47800000 -83.64700000 201.4 980222.01
31020757 39.99170000 -83.64670000 331.6 980067.00
31020757 39.74000000 -83.64670000 337.7 980045.80
31020015 41.47790000 -83.64660000 198.9 980221.55
31020036 41.76990000 -83.64660000 202.1 980234.10
31020745 41.32650000 -83.64530000 208.4 980199.71
31020015 39.48680000 -83.64490000 320.3 980058.22
31020015 41.37610000 -83.64490000 212.0 980207.81
31020329 39.92660000 -83.64490000 347.8 980058.02
31020566 40.23590000 -83.64490000 412.1 980069.15
31020746 41.20380000 -83.64480000 219.1 980170.58
31020745 41.49270000 -83.64430000 200.5 980225.11
31020746 41.17270000 -83.64320000 223.7 980166.46
31020746 40.96480000 -83.64230000 253.5 980135.75
31020745 41.54620000 -83.64220000 193.5 980227.51
31020757 39.70170000 -83.64170000 334.6 980044.00
31020757 39.57670000 -83.64170000 320.0 980056.20
31020548 38.44660000 -83.64110000 274.0 979944.60
31020746 41.21900000 -83.64020000 216.1 980175.08
31020745 41.35650000 -83.64020000 212.7 980204.21
31020746 41.05770000 -83.63920000 240.7 980150.19
31020566 39.89740000 -83.63910000 346.3 980066.11
31020015 40.20890000 -83.63830000 366.8 980082.35
31020757 39.82670000 -83.63820000 342.2 980057.60
31020757 39.37170000 -83.63820000 333.1 980044.30
31020745 41.52200000 -83.63800000 197.2 980225.21
31020015 39.86210000 -83.63660000 349.7 980059.90
31020015 41.52090000 -83.63660000 194.9 980224.92
31020745 41.53630000 -83.63570000 194.7 980226.71
31020566 40.55510000 -83.63560000 323.7 980083.38
31020746 40.76080000 -83.63550000 280.4 980107.81
31020745 41.34180000 -83.63500000 206.9 980203.61
31020745 41.35620000 -83.63470000 211.8 980204.71
31020548 38.56980000 -83.63380000 274.0 979961.73
31020566 40.31840000 -83.63360000 379.5 980072.90
31020746 40.87730000 -83.63330000 267.9 980125.02
31020757 39.66500000 -83.63320000 328.2 980047.40
31020757 39.53670000 -83.63320000 316.3 980057.50
31020757 39.29670000 -83.63170000 343.5 980024.50
31020745 41.50750000 -83.63170000 198.7 980223.91
31020745 41.25400000 -83.63170000 211.8 980186.71
31020548 38.49080000 -83.63160000 263.6 979956.27
31020745 41.26830000 -83.63150000 209.3 980189.81
31020745 41.28230000 -83.63100000 208.4 980192.31
31020566 40.44610000 -83.63080000 356.6 980076.50
31020746 41.23980000 -83.63080000 216.1 980179.29
31020745 41.31100000 -83.63080000 207.2 980197.61
31020745 41.32550000 -83.63050000 207.8 980200.71
31020745 41.38570000 -83.63020000 205.7 980210.81
31020757 39.60000000 -83.63000000 320.9 980057.20
31020757 39.43170000 -83.63000000 337.1 980057.00
31020757 39.33670000 -83.63000000 329.1 980032.90
31020745 41.40000000 -83.62980000 205.1 980212.01
31020745 41.29670000 -83.62970000 208.1 980194.61
31020745 41.45780000 -83.62930000 202.9 980219.61
31020745 41.41120000 -83.62930000 204.5 980213.91
31020745 41.47770000 -83.62900000 200.8 980222.41
31020745 41.44380000 -83.62900000 202.9 980218.41
31020745 41.42080000 -83.62900000 205.7 980216.11
31020745 41.55970000 -83.62850000 193.2 980228.41
31020015 40.73160000 -83.62830000 280.7 980103.14
31020041 38.65660000 -83.62830000 162.2 979978.21
31020746 40.72170000 -83.62770000 280.4 980103.23
31020745 41.49270000 -83.62620000 199.9 980225.41
31020745 41.35630000 -83.62530000 205.7 980207.61
31020015 39.98660000 -83.62490000 342.3 980068.37
31020757 39.51000000 -83.62320000 313.0 980059.90
31020740 38.92330000 -83.62300000 295.0 979981.08
31020548 38.61280000 -83.62280000 160.0 979982.35
31020740 39.02800000 -83.62220000 328.8 979990.96
31020747 41.24020000 -83.62130000 214.5 980184.44
31020745 41.32530000 -83.62100000 207.5 980201.21
31020740 39.08720000 -83.61970000 299.9 980005.33
31020740 38.90000000 -83.61930000 286.5 979979.16
31020015 39.79960000 -83.61830000 347.7 980053.93
31020757 39.46170000 -83.61820000 321.2 980063.90
31020745 41.35070000 -83.61800000 205.7 980206.71
31020740 39.05380000 -83.61770000 336.5 979994.05
31020740 39.07270000 -83.61680000 291.3 980005.68
31020757 39.65170000 -83.61670000 322.7 980052.00
31020548 38.52280000 -83.61660000 237.7 979964.52
31020566 38.83690000 -83.61660000 262.1 979974.48
31020740 39.16550000 -83.61580000 311.5 980009.72
31020740 39.12800000 -83.61550000 332.2 980001.60
31020740 38.88080000 -83.61550000 277.3 979978.16
31020757 39.89670000 -83.61500000 351.4 980067.40
31020566 38.74760000 -83.61490000 280.7 979966.51
31020740 38.97430000 -83.61380000 248.1 980000.97
31020015 39.73760000 -83.61330000 340.5 980048.70
31020015 40.16610000 -83.61330000 359.4 980083.96
31020757 39.87670000 -83.61320000 350.5 980065.80
31020757 39.78170000 -83.61320000 345.3 980053.20
31020740 39.03100000 -83.61300000 301.7 979997.43
31020740 38.99600000 -83.61270000 270.9 980000.13
31020745 41.26800000 -83.61220000 209.0 980191.21
31020745 41.28230000 -83.61220000 208.1 980193.61
31020745 41.29680000 -83.61180000 207.8 980195.81
31020757 39.61500000 -83.61170000 319.1 980059.20
31020745 41.25370000 -83.61170000 210.6 980188.61
31020740 39.10300000 -83.61170000 337.1 979999.36
31020015 39.20240000 -83.61160000 345.2 980008.93
31020015 39.92780000 -83.61160000 366.2 980062.94
31020745 41.31100000 -83.61150000 206.6 980198.41
31020745 41.34130000 -83.61100000 206.3 980204.01
31020745 41.36350000 -83.61070000 205.7 980207.71
31020745 41.39970000 -83.61050000 204.2 980212.21
31020740 39.20180000 -83.61050000 345.0 980009.55
31020745 41.41500000 -83.61030000 203.3 980215.81
31020745 41.37420000 -83.61020000 205.7 980208.11
31020745 41.38520000 -83.61020000 205.1 980209.11
31020757 39.76320000 -83.61000000 344.1 980051.60
31020745 41.44300000 -83.61000000 202.6 980218.81
31020745 41.42880000 -83.61000000 203.9 980217.71
31020015 39.40980000 -83.60990000 336.5 980050.89
31020015 39.56330000 -83.60990000 315.3 980062.23
31020548 38.40390000 -83.60980000 242.0 979944.96
31020745 41.47780000 -83.60980000 201.1 980222.11
31020745 41.45770000 -83.60920000 202.6 980219.91
31020015 39.33260000 -83.60830000 340.6 980030.95
31020015 40.64790000 -83.60830000 304.3 980092.43
31020740 38.94750000 -83.60800000 286.5 979986.54
31020740 39.21220000 -83.60770000 315.7 980017.56
31020740 39.11520000 -83.60750000 284.6 980010.88
31020740 39.21830000 -83.60720000 292.6 980023.42
31020745 41.49250000 -83.60700000 199.6 980223.51
31020757 39.44820000 -83.60670000 320.0 980062.80
31020740 39.17830000 -83.60580000 289.8 980016.24
31020740 39.16600000 -83.60550000 310.2 980010.47
31020757 39.95820000 -83.60500000 376.4 980061.70
31020740 39.24670000 -83.60500000 326.1 980022.15
31020740 39.00880000 -83.60500000 289.5 979998.10
31020015 41.72110000 -83.60490000 189.3 980236.31
31020015 41.73490000 -83.60490000 185.2 980237.33
31020740 39.16600000 -83.60470000 293.5 980011.36
31020740 39.24300000 -83.60420000 325.8 980021.78
31020015 40.37630000 -83.60330000 345.1 980079.35
31020015 41.61190000 -83.60330000 190.5 980231.51
31020740 39.15500000 -83.60300000 321.2 980006.09
31020747 41.24000000 -83.60220000 213.0 980186.40
31020740 39.05100000 -83.60180000 333.4 979994.69
31020548 38.64290000 -83.60040000 257.2 979964.44
31020740 39.18880000 -83.60020000 292.6 980017.64
31020740 38.87800000 -83.60000000 275.2 979978.58
31020740 39.12670000 -83.59970000 342.5 980000.53
31020740 39.13500000 -83.59880000 332.2 980003.05
31020740 39.11250000 -83.59830000 283.4 980011.67
31020757 39.83820000 -83.59820000 343.5 980062.50
31020740 39.24380000 -83.59770000 300.5 980026.00
31020757 39.70170000 -83.59670000 335.5 980049.30
31020548 38.56160000 -83.59610000 253.8 979963.73
31020740 39.10170000 -83.59600000 296.5 980008.72
31020740 38.99000000 -83.59550000 283.7 979995.60
31020015 39.28410000 -83.59490000 344.4 980020.88
31020740 39.18500000 -83.59470000 285.9 980018.44
31020740 39.08380000 -83.59420000 272.4 980011.92
31020740 38.90100000 -83.59380000 273.7 979982.21
31020740 39.16180000 -83.59350000 310.5 980009.65
31020740 39.09430000 -83.59350000 330.0 980001.65
31020548 38.33390000 -83.59330000 215.4 979948.43
31020740 39.01920000 -83.59330000 285.2 980000.17
31020745 41.25370000 -83.59320000 212.1 980189.81
31020745 41.26800000 -83.59300000 209.0 980192.81
31020745 41.28230000 -83.59300000 208.1 980194.81
31020747 41.23980000 -83.59270000 213.6 980186.77
31020745 41.29650000 -83.59270000 207.5 980196.91
31020745 41.47780000 -83.59200000 205.7 980221.11
31020745 41.31120000 -83.59200000 206.9 980199.31
31020745 41.32530000 -83.59200000 206.9 980201.61
31020740 38.91520000 -83.59180000 255.1 979987.27
31020015 40.57780000 -83.59160000 316.4 980089.40
31020048 41.17330000 -83.59160000 225.7 980175.80
31020745 41.34870000 -83.59150000 206.0 980204.91
31020745 41.36080000 -83.59120000 204.2 980206.21
31020745 41.37420000 -83.59100000 205.4 980207.31
31020740 39.07170000 -83.59100000 268.8 980010.71
31020745 41.41500000 -83.59080000 203.6 980216.11
31020745 41.39970000 -83.59080000 203.9 980212.61
31020745 41.44270000 -83.59070000 202.0 980219.01
31020745 41.38520000 -83.59070000 205.1 980208.81
31020566 41.39960000 -83.59060000 203.9 980212.58
31020745 41.45770000 -83.59050000 201.7 980220.01
31020745 41.42870000 -83.59050000 199.6 980217.91
31020015 40.44960000 -83.58990000 331.5 980082.10
31020740 39.21850000 -83.58970000 311.5 980018.77
31020740 39.04770000 -83.58770000 344.1 979993.02
31020740 39.01220000 -83.58750000 286.5 979998.25
31020566 39.89380000 -83.58690000 359.7 980070.42
31020740 39.02800000 -83.58680000 287.1 980001.80
31020757 39.58000000 -83.58670000 322.7 980067.60
31020740 39.24520000 -83.58630000 327.0 980020.03
31020740 38.95050000 -83.58630000 284.9 979985.88
31020566 39.02160000 -83.58610000 284.7 980000.60
31020740 39.02130000 -83.58600000 284.6 980001.09
31020740 39.06130000 -83.58600000 334.3 979996.66
31020740 39.13000000 -83.58580000 339.5 980002.15
